egw,84,39100,842,dvk
ewr,69,35820,582,ewq
kwr,64,14160,1447,fdj
sdt,71,5460,1386,fwk
hrh,78,27240,1322,wer
kwr,67,34300,1788,fwe
hrh,84,15940,552,dvk
ter,62,19360,1395,dvk
sdt,68,2980,269,ewq
hrh,90,35940,1716,dvk
kwr,80,35680,1443,fdj
krw,80,19780,853,ewq
ewr,81,36340,1519,ewq
kwr,74,21980,779,dvk
ewr,66,20820,476,dff
kwr,63,12100,705,fdj
egw,76,39060,479,dvk
ter,83,24120,695,wer
krw,83,18080,310,egw
sdt,74,26380,1110,fwk
ter,74,21580,124,ewq
ewr,84,6900,1194,dff
hrh,87,26160,104,dvk
krw,89,1820,309,ewq
ewr,88,30620,682,ewq
kwr,75,11300,582,fdj
krw,88,8820,1292,fwe
egw,62,29980,853,fwk
egw,76,23920,565,dvk
kwr,69,8660,526,ewq
ter,86,14840,649,fwk
kwr,68,22900,376,egw
ewr,80,24180,73,dvk
ter,65,25880,228,fwk
kwr,80,13360,877,dff
egw,76,17600,297,fdj
sdt,85,33460,1396,fdj
rte,70,36180,629,fwk
ewr,63,10020,789,egw
rte,67,37400,1697,wer
hrh,63,4480,1545,fwe
sdt,87,24880,996,wer
ewr,78,35220,674,dvk
krw,71,22000,248,ewq
rte,83,30660,1535,fwe
egw,65,34080,460,fdj
kwr,84,840,1296,dvk
ter,74,720,1057,dvk
ewr,72,19540,853,ewq
kwr,62,16320,698,dvk
ewr,75,38700,705,dvk
sdt,71,3840,1586,wer
hrh,65,23460,776,fdj
ter,82,1080,1011,egw
egw,71,28220,831,fdj
hrh,86,37480,1434,wer
ter,70,21800,1596,fwe
kwr,82,13380,1452,fwe
ewr,77,35340,1529,ewq
sdt,62,9520,1243,ewq
ewr,78,13680,1007,egw
ter,89,22440,798,ewq
rte,78,29560,1760,dvk
kwr,68,6140,890,dff
krw,74,12640,1668,ewq
ewr,88,9980,872,wer
ewr,82,40300,1493,wer
hrh,71,20520,799,dff
kwr,79,33380,1458,ewq
krw,86,32240,286,fwk
egw,87,16340,709,dff
sdt,62,19920,1011,ewq
rte,71,1780,893,fwk
ter,90,10500,570,ewq
ter,82,18940,174,dff
hrh,81,24200,267,fdj
rte,85,33480,678,egw
egw,70,20120,525,ewq
krw,63,26260,1383,fdj
sdt,79,2400,879,dff
egw,64,5200,365,wer
ewr,71,24660,299,fwe
hrh,86,6340,330,dff
ter,75,33920,1456,dvk
kwr,62,5520,419,fwk
egw,90,6940,1137,fwk
ter,86,31560,203,ewq
hrh,69,10520,1668,dvk
ewr,64,16760,419,fwk
krw,77,32460,53,fwk
ter,66,1600,310,fwk
ewr,69,5100,1507,fdj
egw,72,6720,553,fwk
rte,86,19880,1511,fwe
hrh,85,24760,1340,ewq
rte,70,32280,1707,fwk
sdt,70,33580,1486,dvk
ter,90,40440,1575,egw
rte,71,30480,1327,fwe
ewr,77,32500,560,dvk
sdt,81,35880,488,ewq
hrh,75,22120,406,egw
hrh,82,23620,399,dvk
egw,87,3580,267,dvk
krw,64,25040,1466,fdj
ewr,66,28540,772,fdj
kwr,87,35560,1207,fwk
sdt,85,6520,357,ewq
rte,69,16120,1673,dvk
ter,90,22720,1152,dvk
ter,90,33440,1218,fdj
krw,65,12620,1216,fwe
kwr,78,26800,692,fwk
sdt,89,17360,260,egw
hrh,85,2100,521,dvk
ter,84,24940,1482,ewq
egw,78,2240,1741,dvk
ewr,70,33680,1800,fwe
rte,79,29660,346,fwk
sdt,85,10360,963,wer
sdt,86,22700,152,dvk
rte,71,19560,170,dvk
egw,81,20480,1758,wer
krw,72,19400,293,dff
ewr,86,8960,607,dvk
ter,74,8260,1366,fdj
ewr,77,40280,1776,wer
sdt,79,1560,1720,egw
ewr,68,15600,1532,dff
hrh,86,13040,118,egw
hrh,79,10240,1078,fwk
krw,90,29780,772,dff
krw,68,12460,1534,wer
krw,90,6220,808,egw
rte,87,37200,681,ewq
ewr,86,28760,65,fdj
rte,81,14720,559,egw
egw,83,30240,1156,ewq
kwr,68,17040,1631,dff
hrh,73,11780,173,fwe
hrh,71,9780,726,wer
kwr,72,39020,97,dff
hrh,89,6120,1592,fwe
egw,80,18720,1021,fwk
sdt,82,15200,1476,ewq
hrh,84,32740,1368,fwe
kwr,68,31720,1175,wer
rte,61,38280,1614,wer
ter,75,4720,46,wer
hrh,62,36560,61,fwe
egw,69,33220,172,dff
egw,86,21320,892,fdj
rte,67,24260,119,dff
ter,67,12740,1575,ewq
ewr,86,7980,1270,dvk
hrh,84,28700,1163,fwe
ewr,82,38400,1485,fwk
kwr,86,11360,749,dvk
kwr,65,35620,1767,fwe
ter,73,2020,1107,ewq
rte,90,18700,938,dff
sdt,76,27500,1463,dvk
ewr,90,23820,887,egw
ewr,86,17680,991,fwk
ewr,62,23880,706,fwe
rte,70,8800,545,wer
rte,66,18340,1008,egw
egw,73,10080,270,ewq
sdt,65,3060,654,fwe
kwr,84,26600,631,wer
ewr,84,27980,1033,dvk
ter,67,34880,1305,egw
sdt,72,9560,214,ewq
rte,63,6680,1052,dvk
sdt,61,40580,1416,fdj
egw,73,37240,1293,dff
egw,85,14040,843,fwk
sdt,75,7880,1364,fwk
kwr,86,3220,486,fwe
rte,75,25240,807,dff
kwr,69,13780,227,dvk
kwr,83,10060,1603,fwk
hrh,89,15860,703,ewq
sdt,68,10800,261,wer
krw,61,3120,1234,ewq
ewr,69,22580,386,egw
krw,85,33320,742,fdj
ewr,63,12020,749,fwk
egw,76,9740,497,fwe
hrh,90,35240,1717,fdj
hrh,85,28660,600,fwe
ter,76,4700,929,wer
hrh,62,12080,1436,dvk
ter,89,1940,1417,wer
hrh,89,38840,650,fwe
krw,85,18220,392,fdj
ewr,68,6040,408,fwk
ter,87,20100,117,dff
sdt,71,16880,72,egw
ewr,87,21780,1754,fwe
hrh,86,25020,317,dvk
rte,68,23520,456,fwk
kwr,90,21300,554,egw
rte,70,39720,346,egw
ter,89,36460,1309,fwe
ewr,71,28420,1040,fdj
kwr,62,35640,1709,fwe
egw,81,10700,749,dvk
egw,81,16640,207,wer
ewr,73,1300,939,wer
rte,79,2840,75,fwk
krw,88,34360,1401,dvk
sdt,88,21340,1265,fwe
krw,81,9140,68,ewq
egw,76,34100,1396,fwe
egw,83,25340,1684,wer
krw,64,36060,202,fwk
hrh,79,2160,342,dvk
ewr,64,36940,329,egw
kwr,84,3520,1628,fdj
sdt,77,27180,397,dff
ter,89,11400,132,egw
ter,80,1260,272,egw
ewr,90,18580,1791,fdj
rte,90,10000,1066,egw
egw,65,15040,946,dff
ter,78,25260,1672,egw
krw,75,10320,786,egw
ewr,77,31600,1671,dff
ter,62,25400,973,wer
kwr,70,36600,907,fwe
sdt,62,37900,771,fwe
krw,70,37160,219,fwe
hrh,65,940,293,ewq
sdt,61,13920,166,dvk
hrh,72,28860,278,dvk
rte,89,33200,347,dvk
ter,78,17800,1561,fwk
egw,73,15740,1150,dvk
kwr,75,12600,364,fwk
rte,61,6540,89,fwe
ter,63,24840,562,wer
ter,76,40400,403,wer
egw,68,11080,711,dvk
egw,65,38900,1351,dvk
kwr,63,13400,1158,egw
ter,68,1180,303,egw
kwr,67,33160,561,egw
egw,70,21820,1583,ewq
egw,69,23280,231,dvk
egw,65,11140,1226,dvk
rte,78,10560,692,dvk
rte,67,17320,183,ewq
ter,65,39540,1463,fdj
kwr,88,24500,345,dvk
sdt,66,640,1240,fwe
hrh,69,19420,1035,dvk
rte,82,15720,1473,dff
hrh,61,28460,896,egw
krw,77,700,1457,fwk
kwr,67,10920,1134,fwk
ter,62,37120,193,fwe
sdt,72,33400,453,egw
krw,63,39160,790,ewq
sdt,80,10480,1042,dvk
hrh,76,39120,60,dff
ter,68,1480,162,fwk
hrh,85,23560,1513,fwk
hrh,90,13480,1726,fwe
kwr,67,10580,1113,wer
rte,67,1960,686,egw
egw,87,37020,339,wer
ter,76,28580,789,wer
ewr,86,8780,1357,wer
ewr,90,4820,323,egw
egw,88,16300,1012,ewq
ter,62,760,783,fwe
sdt,61,37980,358,fwe
krw,76,25060,301,dff
rte,72,39140,878,wer
rte,80,23900,1034,dvk
hrh,75,21560,1516,wer
ewr,61,32620,1376,fdj
ter,79,17560,212,fdj
krw,89,8080,1197,egw
rte,63,4060,1747,dvk
rte,81,27260,766,egw
ewr,70,26500,691,ewq
krw,61,2540,1219,wer
ter,69,25720,500,fdj
rte,63,31760,1135,fdj
ter,68,1160,754,fwk
rte,62,34040,425,fwk
ewr,61,7220,1150,dvk
egw,82,31380,795,ewq
hrh,72,28780,697,fwe
egw,83,22540,1445,ewq
ewr,84,30420,418,wer
rte,83,23140,488,fdj
sdt,65,14800,472,fwe
rte,78,30940,1172,wer
kwr,83,29860,1049,fwk
kwr,67,30200,1263,egw
hrh,70,14680,1758,fdj
ter,75,8020,1721,egw
ewr,61,23220,1393,fwe
rte,75,14360,1536,ewq
kwr,71,38600,832,fwe
egw,66,11320,620,dvk
rte,65,15280,1434,dff
ewr,85,2220,1666,fdj
ter,68,7360,861,dvk
ewr,74,38820,197,fdj
kwr,67,13640,968,fdj
hrh,71,2280,1776,dvk
ewr,85,18600,1538,dvk
rte,66,32580,357,egw
ter,63,24420,1579,dvk
egw,81,33540,1209,ewq
rte,87,7200,197,egw
ter,74,38980,1505,fwk
egw,83,3140,1230,dvk
ter,84,15520,1065,ewq
ter,78,19180,109,egw
hrh,82,29620,204,wer
rte,75,7120,527,egw
ter,84,18840,1094,fdj
ter,83,14900,1465,fwk
egw,76,18240,996,fwe
egw,84,14240,1238,fwk
ter,71,1220,1014,wer
ter,65,15560,1792,dff
egw,72,8180,577,dvk
sdt,86,12840,435,dff
kwr,67,4980,749,fwk
ter,90,9460,1361,dvk
egw,83,33060,154,fwe
ter,69,12800,295,fwk
ter,61,22180,327,fdj
ewr,87,8240,65,dff
ter,87,30820,58,egw
hrh,87,22300,476,dvk
rte,63,13740,766,ewq
sdt,73,24100,940,fwk
egw,71,31700,1530,dvk
hrh,61,28560,1322,ewq
sdt,80,5320,650,fwe
rte,81,37320,1753,wer
rte,85,18900,1071,ewq
egw,87,9600,372,egw
krw,89,8580,1141,wer
kwr,83,34800,1790,wer
kwr,88,33300,1485,fwk
rte,67,40160,1235,ewq
krw,81,28600,1611,ewq
ter,88,4840,93,fwe
kwr,72,19760,1359,fdj
rte,86,7900,1667,ewq
sdt,74,33100,566,dvk
sdt,65,15540,805,wer
krw,84,20660,240,ewq
sdt,61,6760,878,wer
ewr,73,40100,1585,ewq
egw,87,7680,592,wer
ter,74,14740,311,ewq
rte,84,26060,1779,ewq
kwr,62,36680,527,fwe
ter,83,2040,581,ewq
krw,87,19460,558,egw
sdt,79,17100,1289,fwk
sdt,81,4560,1269,wer
sdt,79,22200,752,egw
sdt,88,4360,683,fdj
kwr,77,12660,1377,egw
egw,63,19260,1456,egw
egw,81,30540,522,dvk
sdt,84,2960,195,fwk
krw,72,28280,1410,ewq
kwr,74,8620,1760,dff
rte,62,25540,712,fwk
krw,65,2740,964,dff
egw,61,32140,1152,ewq
ewr,83,26780,882,dvk
egw,86,5060,596,ewq
rte,88,18660,1482,ewq
kwr,64,15920,1461,dvk
sdt,71,27900,377,fwk
rte,65,8340,797,dvk
sdt,76,30300,1597,fwk
egw,89,40540,788,egw
ter,66,13860,279,egw
ewr,69,39940,1548,fdj
rte,89,21720,1098,fwe
ewr,83,3280,1564,fwe
egw,67,27000,143,egw
sdt,84,10960,1658,dff
ewr,78,17740,1538,ewq
ter,88,24220,1468,ewq
rte,75,10300,136,fwe
ter,72,36020,1502,fwe
krw,72,38720,142,wer
krw,68,28880,937,dvk
ter,69,38640,1002,fwe
ewr,61,35580,985,fwk
ewr,80,35140,741,fdj
krw,72,16460,406,ewq
rte,88,32320,250,wer
ter,88,22040,291,ewq
egw,88,24380,1229,fdj
krw,87,20540,1271,dff
ter,71,36200,914,ewq
hrh,72,6100,1354,fwk
sdt,79,26560,62,dvk
egw,79,6860,160,fdj
ewr,87,19960,788,dff
ter,85,33660,1405,fwk
sdt,90,27720,1306,fwk
sdt,63,7640,587,egw
egw,67,22520,1033,fdj
hrh,84,23240,990,dff
ter,87,5140,1585,fwk
ewr,63,26840,1340,egw
kwr,87,26740,785,egw
kwr,69,27040,236,egw
rte,70,35480,1236,dff
ewr,62,32300,1246,fwe
ter,81,32120,1275,fwk
egw,79,30680,401,fwk
rte,84,3740,96,dff
ewr,67,35380,161,ewq
kwr,73,39520,231,dvk
rte,67,12700,1732,egw
hrh,73,32520,1546,fwe
egw,69,35460,310,fwk
ewr,64,17300,538,egw
kwr,89,25600,1091,egw
sdt,61,6980,831,fdj
sdt,65,4420,616,dff
egw,79,37500,551,dff
krw,84,29280,1204,fwk
ewr,61,28680,590,fwk
rte,65,7020,1141,egw
krw,67,21100,580,dff
hrh,90,39380,1114,fwe
egw,83,1020,1782,wer
krw,85,40320,815,dvk
ewr,82,30220,638,dff
kwr,81,36780,1735,egw
egw,84,7160,621,fwk
hrh,65,16980,757,wer
hrh,90,9320,1573,fwk
kwr,73,31160,1344,fwe
sdt,87,20240,915,dff
hrh,77,36880,265,dvk
sdt,81,3360,835,wer
egw,88,15780,612,ewq
rte,79,33820,1120,ewq
rte,68,15100,83,fwk
kwr,73,10660,150,wer
kwr,80,13840,899,egw
ewr,65,4860,960,fwk
kwr,78,1360,328,fwk
hrh,89,23980,381,ewq
krw,71,11180,1700,fwe
rte,82,25560,1420,dff
rte,80,17340,1120,fwk
hrh,65,31900,327,wer
hrh,90,1060,859,fwe
egw,68,8720,1231,fwe
ter,70,11040,464,fdj
kwr,72,36580,1756,fwk
ewr,90,13240,1674,dvk
hrh,85,39820,631,dff
ewr,81,28000,1660,egw
sdt,73,16080,999,fwe
egw,77,3320,847,fwe
krw,89,6560,425,wer
ter,89,13660,1527,fdj
ter,74,34720,1514,wer
hrh,85,12200,238,wer
ewr,68,20020,648,egw
kwr,86,39600,356,dvk
egw,73,20800,585,egw
egw,73,10780,141,fdj
hrh,68,15340,243,fwe
ewr,74,31820,1576,wer
kwr,88,9440,1670,egw
egw,68,5160,1576,fdj
ewr,68,29480,1103,egw
krw,64,25840,1015,fwe
krw,82,24640,517,fdj
ter,68,29920,694,fwe
rte,79,27560,1484,fdj
ewr,79,8880,590,fwk
krw,80,10200,118,ewq
sdt,86,28340,1307,egw
ewr,81,8460,69,egw
egw,71,26640,1499,fdj
ter,83,34960,355,ewq
hrh,69,7320,1226,ewq
ewr,61,3600,253,ewq
ewr,84,15020,518,egw
ewr,78,1580,567,dvk
ewr,87,38960,342,egw
ter,74,14380,1043,fdj
ter,84,29100,818,fwk
krw,89,37800,373,ewq
ter,74,12440,349,fdj
rte,82,30140,596,wer
rte,61,2880,615,fdj
sdt,71,5940,49,fwe
egw,72,28840,997,fwe
rte,61,7720,739,fwe
rte,87,24440,1021,egw
ewr,74,24820,474,fwe
ter,64,11880,332,wer
hrh,61,23300,1180,fdj
kwr,83,10380,46,dff
rte,77,25420,624,ewq
kwr,72,17280,416,fwk
ter,61,4100,112,fwe
rte,71,20920,1747,fdj
kwr,84,20840,331,wer
ewr,68,23060,1598,ewq
ewr,71,29400,397,egw
hrh,88,40120,431,wer
krw,64,16740,953,dvk
sdt,79,10280,1088,dvk
krw,73,12380,1218,fwe
ewr,83,6960,488,egw
ter,86,3660,262,dff
ter,88,14180,1488,dff
krw,75,10420,1794,dff
ter,62,15140,1731,dff
ewr,62,34160,776,ewq
ter,87,5880,812,ewq
ter,88,14440,1043,wer
hrh,66,4880,136,fwk
hrh,73,23000,1748,dff
rte,84,39760,1391,fwk
ewr,89,24720,1740,wer
kwr,73,24480,863,egw
hrh,86,25000,909,egw
egw,90,5420,1570,fdj
krw,75,33640,489,wer
ewr,84,35360,1594,fdj
egw,83,15320,291,dvk
egw,68,9260,1553,fwk
krw,62,29440,1035,fdj
hrh,78,6840,1792,dvk
rte,81,8300,1204,egw
ter,69,13440,550,wer
ewr,80,9060,981,wer
hrh,66,30800,1172,egw
krw,66,31240,1469,dvk
kwr,72,5760,1255,fwe
ter,83,26140,1444,fwe
hrh,74,3160,340,fwk
ewr,83,11280,1243,dff
rte,78,29340,480,dff
egw,64,22680,1487,fwk
sdt,85,14340,333,dff
kwr,78,14760,1066,fdj
ter,65,15480,834,fdj
krw,90,34400,1673,fwk
krw,78,20740,715,dff
krw,90,36220,546,fdj
hrh,62,4900,770,dff
rte,79,35720,166,ewq
krw,87,34420,697,wer
krw,83,21140,734,fwe
ter,82,37440,451,egw
krw,69,1380,1703,fwe
hrh,69,33700,566,ewq
egw,90,2780,544,fwk
ter,74,17380,745,dff
sdt,70,19700,1243,ewq
ter,72,3500,1016,fwk
egw,81,30640,1082,fdj
egw,79,8940,1312,dff
sdt,75,35600,428,egw
ter,84,1320,1537,dff
ewr,64,15240,1035,wer
kwr,62,40260,1347,ewq
ewr,76,36500,1794,fdj
hrh,77,28380,997,ewq
kwr,85,10440,1082,fwk
sdt,79,7420,185,wer
kwr,64,15060,1784,wer
ewr,89,12720,1477,wer
krw,76,38800,990,ewq
egw,61,16100,555,dvk
hrh,76,33180,940,fdj
egw,88,23740,1474,fwe
egw,81,33840,1777,wer
rte,75,1140,454,dff
egw,90,4960,1755,fwk
hrh,64,26720,1020,dvk
rte,88,17720,1476,egw
egw,83,8680,952,dff
rte,80,39840,1244,fwe
ter,83,18280,917,fwk
hrh,73,38020,1442,fdj
hrh,73,20160,828,egw
egw,68,26880,269,fwk
rte,80,9940,416,wer
kwr,72,27740,1154,fwk
krw,73,38420,83,fwk
ter,65,18640,1574,fwe
ewr,81,30040,834,egw
hrh,63,14320,983,dff
ewr,62,2180,598,egw
ter,68,26540,349,fdj
egw,82,34980,1318,ewq
kwr,82,2800,1308,ewq
hrh,83,32220,264,wer
sdt,85,6780,1199,fwe
ewr,79,32040,1255,fwk
kwr,80,20180,1494,fwk
rte,74,34280,1665,fwk
kwr,77,30260,449,fdj
egw,90,9180,1147,fwe
egw,66,14140,530,ewq
rte,80,25440,809,dvk
ter,64,3900,641,egw
hrh,74,30720,778,wer
ewr,81,25740,155,fwk
krw,87,36980,394,fwk
ewr,83,4460,1453,fwe
egw,66,37140,778,fwe
egw,80,27440,1462,fwk
rte,82,5820,1082,dff
kwr,69,32840,935,fdj
krw,67,21760,656,fwk
egw,90,7480,212,egw
ewr,64,23120,1388,fwe
sdt,65,4680,1544,fwe
hrh,65,20880,479,dff
krw,63,15380,1585,fwk
krw,73,23480,1278,dvk
rte,86,800,1736,fdj
ewr,63,8440,236,ewq
kwr,74,1100,464,fwe
egw,82,23800,1012,wer
egw,65,17620,1576,fwk
krw,68,36160,823,fwk
ewr,84,39580,1727,egw
sdt,78,30020,1538,fdj
krw,85,24040,1357,fdj
kwr,61,33500,794,dvk
egw,85,6080,1190,egw
hrh,78,32880,1268,wer
sdt,75,32760,194,ewq
ter,88,35080,110,dvk
rte,80,34940,1471,fdj
egw,75,15300,1190,fwk
ewr,77,40500,859,dvk
sdt,73,22460,544,fwe
sdt,86,34660,1090,fwk
ewr,69,4080,107,ewq
kwr,61,38620,133,egw
hrh,78,32160,699,egw
rte,61,34340,719,fdj
hrh,66,33900,952,fdj
kwr,85,18800,1210,wer
kwr,86,23640,1196,fwk
rte,86,19000,1436,ewq
ewr,84,6400,1366,dff
